,identificador,Sistema operativo,Usuarios
22834,86923u,Mac OS,1
22835,41950u,Mac OS,1
22836,27041u,Windows OS,1
22837,100938u,Mac OS,1
22838,52247u,Windows OS,1
22839,133253u,Mac OS,1
22840,176175u,Mac OS,1
22841,222772u,Mac OS,1
22842,128049u,Windows OS,1
22843,8472u,Windows OS,1
22844,166392u,Mac OS,1
22845,166388u,Windows OS,1
22846,114228u,Mac OS,1
22847,245033u,Windows OS,1
22848,259228u,Mac OS,1
22849,17315u,Mac OS,1
22850,267357u,Mac OS,1
22851,35043u,Windows OS,1
22852,125824u,Windows OS,1
22853,289617u,Windows OS,1
22854,113409u,Windows OS,1
22855,237769u,Windows OS,1
22856,93594u,Windows OS,1
22857,286559u,Windows OS,1
22858,286548u,Windows OS,1
22859,179607u,Mac OS,1
22860,267378u,Windows OS,1
22861,274685u,Mac OS,1
22862,270636u,Windows OS,1
22863,190407u,Windows OS,1
22864,70766u,Windows OS,1
22865,224994u,Windows OS,1
22866,164052u,Windows OS,1
22867,214191u,Mac OS,1
22868,30095u,Mac OS,1
22869,272976u,Windows OS,1
22870,231156u,Windows OS,1
22871,61908u,Windows OS,1
22872,166840u,Windows OS,1
22873,275031u,Windows OS,1
22874,225443u,Windows OS,1
22875,253368u,Mac OS,1
22876,291977u,Windows OS,1
22877,237723u,Windows OS,1
22878,45668u,Windows OS,1
22879,139741u,Mac OS,1
22880,263027u,Windows OS,1
22881,19176u,Windows OS,1
22882,297195u,Windows OS,1
22883,231137u,Windows OS,1
22884,213321u,Windows OS,1
22885,16386u,Windows OS,1
22886,168032u,Windows OS,1
22887,124581u,Windows OS,1
22888,232406u,Windows OS,1
22889,52303u,Mac OS,1
22890,242609u,Windows OS,1
22891,263209u,Mac OS,1
22892,251038u,Mac OS,1
22893,214819u,Windows OS,1
22894,125121u,Mac OS,1
22895,118375u,Mac OS,1
22896,251074u,Mac OS,1
22897,276471u,Windows OS,1
22898,208661u,Mac OS,1
22899,157081u,Mac OS,1
22900,75357u,Mac OS,1
22901,175064u,Windows OS,1
22902,46091u,Mac OS,1
22903,81004u,Windows OS,1
22904,205467u,Mac OS,1
22905,165932u,Mac OS,1
22906,119515u,Mac OS,1
22907,74751u,Windows OS,1
22908,51618u,Mac OS,1
22909,82147u,Mac OS,1
22910,295178u,Windows OS,1
22911,180994u,Windows OS,1
22912,225774u,Windows OS,1
22913,95584u,Windows OS,1
22914,15399u,Windows OS,1
22915,164627u,Mac OS,1
22916,54040u,Mac OS,1
22917,257942u,Windows OS,1
22918,74874u,Windows OS,1
22919,176765u,Windows OS,1
22920,289892u,Windows OS,1
22921,244577u,Windows OS,1
22922,57629u,Windows OS,1
22923,178300u,Mac OS,1
22924,83557u,Windows OS,1
22925,130015u,Windows OS,1
22926,175624u,Windows OS,1
22927,206811u,Windows OS,1
22928,41509u,Mac OS,1
22929,166992u,Windows OS,1
22930,163423u,Windows OS,1
22931,134258u,Windows OS,1
22932,114315u,Windows OS,1
22933,187787u,Mac OS,1
22934,201336u,Windows OS,1
22935,68069u,Windows OS,1
22936,44036u,Windows OS,1
22937,157756u,Mac OS,1
22938,143937u,Windows OS,1
22939,165861u,Windows OS,1
22940,208688u,Windows OS,1
22941,208688u,Mac OS,1
22942,142639u,Mac OS,1
22943,207905u,Windows OS,1
22944,259687u,Mac OS,1
22945,169507u,Windows OS,1
22946,69237u,Windows OS,1
22947,165371u,Windows OS,1
22948,105335u,Windows OS,1
22949,116655u,Mac OS,1
22950,239589u,Windows OS,1
22951,239589u,Mac OS,1
22952,69474u,Mac OS,1
22953,34501u,Windows OS,1
22954,281u,Windows OS,1
22955,13077u,Mac OS,1
22956,54038u,Mac OS,1
22957,293429u,Mac OS,1
22958,263942u,Mac OS,1
22959,182298u,Mac OS,1
22960,135117u,Windows OS,1
22961,137161u,Mac OS,1
22962,280814u,Windows OS,1
22963,73701u,Windows OS,1
22964,59779u,Mac OS,1
22965,181404u,Mac OS,1
22966,274667u,Windows OS,1
22967,64267u,Windows OS,1
22968,103481u,Mac OS,1
22969,33565u,Windows OS,1
22970,132036u,Mac OS,1
22971,165181u,Mac OS,1
22972,254978u,Windows OS,1
22973,108856u,Mac OS,1
22974,132951u,Mac OS,1
22975,100403u,Windows OS,1
22976,296396u,Windows OS,1
22977,95181u,Windows OS,1
22978,272649u,Windows OS,1
22979,216319u,Mac OS,1
22980,190700u,Mac OS,1
22981,277185u,Mac OS,1
22982,65016u,Windows OS,1
22983,128253u,Windows OS,1
22984,213492u,Windows OS,1
22985,46032u,Windows OS,1
22986,287197u,Mac OS,1
22987,88735u,Mac OS,1
22988,163954u,Mac OS,1
22989,145050u,Mac OS,1
22990,2467u,Windows OS,1
22991,37164u,Windows OS,1
22992,220245u,Mac OS,1
22993,86851u,Windows OS,1
22994,66644u,Mac OS,1
22995,191070u,Windows OS,1
22996,105314u,Windows OS,1
22997,81614u,Windows OS,1
22998,226318u,Mac OS,1
22999,184130u,Windows OS,1
23000,70562u,Windows OS,1
23001,95191u,Mac OS,1
23002,155061u,Mac OS,1
23003,40639u,Windows OS,1
23004,178908u,Windows OS,1
23005,91720u,Mac OS,1
23006,288130u,Windows OS,1
23007,17857u,Mac OS,1
23008,177396u,Windows OS,1
23009,278245u,Windows OS,1
23010,152480u,Mac OS,1
23011,93253u,Windows OS,1
23012,131364u,Windows OS,1
23013,18477u,Windows OS,1
23014,278041u,Mac OS,1
23015,189554u,Mac OS,1
23016,51631u,Windows OS,1
23017,115957u,Windows OS,1
23018,25853u,Windows OS,1
23019,40469u,Windows OS,1
23020,115701u,Mac OS,1
23021,192715u,Windows OS,1
23022,95687u,Windows OS,1
23023,140253u,Mac OS,1
23024,155930u,Windows OS,1
23025,42903u,Windows OS,1
23026,221188u,Mac OS,1
23027,13249u,Mac OS,1
23028,85681u,Windows OS,1
23029,38610u,Mac OS,1
23030,203283u,Windows OS,1
23031,187959u,Windows OS,1
23032,231153u,Mac OS,1
23033,277662u,Mac OS,1
23034,145853u,Mac OS,1
23035,70653u,Windows OS,1
23036,202390u,Windows OS,1
23037,221087u,Windows OS,1
23038,45615u,Windows OS,1
23039,44639u,Windows OS,1
23040,254694u,Windows OS,1
23041,292379u,Windows OS,1
23042,212494u,Mac OS,1
23043,190225u,Mac OS,1
23044,176804u,Windows OS,1
23045,232337u,Windows OS,1
23046,267189u,Windows OS,1
23047,271072u,Mac OS,1
23048,1014u,Windows OS,1
23049,75447u,Windows OS,1
23050,190567u,Windows OS,1
23051,79787u,Mac OS,1
23052,30844u,Windows OS,1
23053,237592u,Mac OS,1
23054,18331u,Windows OS,1
23055,118339u,Windows OS,1
23056,237297u,Mac OS,1
23057,153217u,Mac OS,1
23058,20960u,Mac OS,1
23059,6278u,Mac OS,1
23060,299316u,Mac OS,1
23061,291910u,Mac OS,1
23062,128791u,Windows OS,1
23063,176217u,Mac OS,1
23064,249204u,Windows OS,1
23065,38010u,Windows OS,1
23066,67370u,Windows OS,1
23067,275052u,Mac OS,1
23068,209234u,Mac OS,1
23069,117954u,Windows OS,1
23070,234172u,Mac OS,1
23071,179064u,Windows OS,1
23072,79131u,Mac OS,1
23073,70087u,Windows OS,1
23074,54361u,Windows OS,1
23075,114438u,Mac OS,1
23076,287312u,Mac OS,1
23077,161059u,Windows OS,1
23078,214830u,Windows OS,1
23079,212875u,Windows OS,1
23080,92354u,Mac OS,1
23081,160195u,Windows OS,1
23082,7478u,Mac OS,1
23083,172231u,Mac OS,1
23084,62059u,Windows OS,1
23085,241556u,Windows OS,1
23086,81155u,Windows OS,1
23087,280626u,Windows OS,1
23088,280676u,Mac OS,1
23089,210282u,Windows OS,1
23090,226002u,Windows OS,1
23091,135314u,Windows OS,1
23092,155306u,Windows OS,1
23093,231010u,Windows OS,1
23094,288579u,Mac OS,1
23095,44335u,Windows OS,1
23096,286811u,Windows OS,1
23097,272804u,Windows OS,1
23098,126057u,Mac OS,1
23099,101955u,Windows OS,1
23100,38344u,Windows OS,1
23101,201920u,Windows OS,1
23102,277219u,Windows OS,1
23103,92884u,Windows OS,1
23104,187103u,Windows OS,1
23105,297371u,Windows OS,1
23106,156121u,Mac OS,1
23107,173045u,Windows OS,1
23108,66324u,Mac OS,1
23109,159421u,Mac OS,1
23110,234473u,Mac OS,1
23111,40303u,Windows OS,1
23112,140709u,Windows OS,1
23113,188446u,Windows OS,1
23114,22174u,Windows OS,1
23115,62024u,Windows OS,1
23116,12547u,Windows OS,1
23117,142876u,Windows OS,1
23118,221222u,Windows OS,1
23119,214346u,Windows OS,1
23120,61576u,Mac OS,1
23121,117817u,Windows OS,1
23122,191897u,Windows OS,1
23123,205280u,Windows OS,1
23124,213613u,Windows OS,1
23125,229730u,Windows OS,1
23126,243963u,Windows OS,1
23127,262887u,Windows OS,1
23128,159303u,Windows OS,1
23129,261626u,Windows OS,1
23130,127570u,Mac OS,1
23131,16743u,Windows OS,1
23132,79193u,Mac OS,1
23133,61504u,Mac OS,1
23134,193774u,Windows OS,1
23135,12016u,Windows OS,1
23136,169890u,Windows OS,1
23137,106581u,Mac OS,1
23138,74997u,Windows OS,1
23139,289714u,Mac OS,1
23140,174554u,Windows OS,1
23141,174554u,Mac OS,1
23142,7295u,Windows OS,1
23143,288152u,Windows OS,1
23144,30167u,Mac OS,1
23145,14784u,Mac OS,1
23146,225509u,Mac OS,1
23147,50512u,Mac OS,1
23148,109888u,Windows OS,1
23149,45198u,Windows OS,1
23150,224026u,Mac OS,1
23151,37042u,Windows OS,1
23152,18194u,Mac OS,1
23153,235007u,Windows OS,1
23154,14662u,Windows OS,1
23155,256280u,Windows OS,1
23156,255837u,Mac OS,1
23157,82559u,Windows OS,1
23158,117980u,Windows OS,1
23159,96922u,Windows OS,1
23160,208154u,Windows OS,1
23161,291770u,Mac OS,1
23162,248921u,Mac OS,1
23163,86406u,Windows OS,1
23164,256308u,Mac OS,1
23165,70642u,Windows OS,1
23166,267832u,Mac OS,1
23167,67160u,Windows OS,1
23168,77995u,Mac OS,1
23169,96049u,Mac OS,1
23170,228328u,Windows OS,1
23171,81492u,Windows OS,1
23172,242843u,Windows OS,1
23173,199771u,Mac OS,1
23174,149012u,Windows OS,1
23175,44974u,Windows OS,1
23176,27595u,Windows OS,1
23177,109183u,Mac OS,1
23178,213600u,Windows OS,1
23179,163651u,Windows OS,1
23180,180474u,Windows OS,1
23181,112874u,Mac OS,1
23182,87663u,Mac OS,1
23183,227343u,Mac OS,1
23184,79857u,Windows OS,1
23185,214355u,Mac OS,1
23186,224115u,Windows OS,1
23187,239697u,Windows OS,1
23188,164565u,Windows OS,1
23189,89499u,Mac OS,1
23190,290223u,Windows OS,1
23191,56550u,Mac OS,1
23192,55282u,Windows OS,1
23193,125649u,Windows OS,1
23194,247532u,Windows OS,1
23195,158849u,Mac OS,1
23196,267606u,Windows OS,1
23197,45798u,Windows OS,1
23198,19127u,Mac OS,1
23199,253869u,Mac OS,1
23200,99405u,Windows OS,1
23201,223240u,Mac OS,1
23202,119246u,Windows OS,1
23203,293298u,Windows OS,1
23204,130118u,Windows OS,1
23205,255365u,Windows OS,1
23206,60922u,Mac OS,1
23207,257725u,Windows OS,1
23208,174055u,Mac OS,1
23209,163348u,Windows OS,1
23210,298722u,Mac OS,1
23211,114897u,Windows OS,1
23212,290086u,Mac OS,1
23213,176870u,Mac OS,1
23214,225850u,Windows OS,1
23215,14541u,Mac OS,1
23216,32856u,Mac OS,1
23217,283076u,Mac OS,1
23218,90225u,Mac OS,1
23219,35929u,Windows OS,1
23220,273944u,Windows OS,1
23221,71467u,Mac OS,1
23222,221647u,Windows OS,1
23223,132842u,Windows OS,1
23224,132195u,Windows OS,1
23225,21681u,Mac OS,1
23226,1520u,Windows OS,1
23227,121130u,Windows OS,1
23228,29072u,Windows OS,1
23229,80566u,Windows OS,1
23230,285158u,Windows OS,1
23231,276650u,Windows OS,1
23232,209025u,Windows OS,1
23233,47977u,Mac OS,1
23234,215056u,Mac OS,1
23235,159061u,Windows OS,1
23236,157590u,Windows OS,1
23237,180888u,Windows OS,1
23238,62205u,Windows OS,1
23239,154548u,Mac OS,1
23240,161773u,Windows OS,1
23241,17272u,Windows OS,1
23242,171624u,Windows OS,1
23243,219052u,Mac OS,1
23244,113432u,Windows OS,1
23245,3384u,Windows OS,1
23246,159417u,Windows OS,1
23247,51995u,Mac OS,1
23248,37297u,Windows OS,1
23249,6430u,Mac OS,1
23250,188445u,Windows OS,1
23251,127998u,Mac OS,1
23252,7666u,Windows OS,1
23253,271536u,Mac OS,1
23254,292106u,Windows OS,1
23255,260858u,Windows OS,1
23256,172738u,Mac OS,1
23257,79873u,Mac OS,1
23258,107261u,Windows OS,1
23259,180122u,Windows OS,1
23260,227473u,Mac OS,1
23261,72461u,Mac OS,1
23262,268063u,Windows OS,1
23263,275898u,Windows OS,1
23264,133230u,Windows OS,1
23265,85256u,Windows OS,1
23266,212299u,Mac OS,1
23267,282610u,Mac OS,1
23268,91076u,Mac OS,1
23269,258552u,Mac OS,1
23270,281568u,Mac OS,1
23271,131037u,Windows OS,1
23272,254520u,Mac OS,1
23273,214889u,Mac OS,1
23274,127224u,Mac OS,1
23275,251868u,Windows OS,1
23276,26240u,Mac OS,1
23277,158110u,Windows OS,1
23278,49207u,Windows OS,1
23279,142254u,Windows OS,1
23280,67491u,Windows OS,1
23281,226815u,Mac OS,1
23282,122526u,Windows OS,1
23283,214773u,Windows OS,1
23284,161269u,Windows OS,1
23285,145850u,Windows OS,1
23286,281765u,Mac OS,1
23287,175510u,Mac OS,1
23288,53336u,Windows OS,1
23289,28533u,Mac OS,1
23290,36661u,Windows OS,1
23291,125931u,Mac OS,1
23292,297990u,Windows OS,1
23293,98292u,Mac OS,1
23294,64409u,Mac OS,1
23295,287500u,Mac OS,1
23296,267085u,Windows OS,1
23297,123743u,Windows OS,1
23298,15871u,Windows OS,1
23299,34442u,Windows OS,1
23300,143923u,Windows OS,1
23301,210570u,Windows OS,1
23302,52982u,Windows OS,1
23303,140844u,Windows OS,1
23304,37678u,Mac OS,1
23305,118171u,Windows OS,1
23306,60850u,Mac OS,1
23307,118285u,Windows OS,1
23308,113664u,Windows OS,1
23309,5062u,Mac OS,1
23310,215323u,Mac OS,1
23311,245495u,Mac OS,1
23312,134617u,Mac OS,1
23313,270142u,Windows OS,1
23314,145994u,Mac OS,1
23315,185065u,Windows OS,1
23316,156604u,Windows OS,1
23317,255835u,Windows OS,1
23318,36230u,Mac OS,1
23319,113546u,Windows OS,1
23320,96265u,Windows OS,1
23321,51451u,Windows OS,1
23322,86239u,Windows OS,1
23323,282575u,Mac OS,1
23324,160808u,Windows OS,1
23325,53996u,Mac OS,1
23326,161886u,Mac OS,1
23327,3202u,Windows OS,1
23328,224688u,Mac OS,1
23329,102811u,Windows OS,1
23330,110260u,Mac OS,1
23331,116115u,Windows OS,1
23332,208385u,Windows OS,1
23333,15817u,Windows OS,1
23334,54306u,Windows OS,1
23335,204463u,Windows OS,1
23336,238733u,Mac OS,1
23337,111778u,Windows OS,1
23338,278294u,Mac OS,1
23339,246311u,Windows OS,1
23340,99401u,Mac OS,1
23341,40219u,Windows OS,1
23342,131145u,Windows OS,1
23343,103637u,Mac OS,1
23344,151291u,Mac OS,1
23345,236968u,Mac OS,1
23346,23642u,Windows OS,1
23347,14208u,Windows OS,1
23348,194442u,Windows OS,1
23349,250357u,Windows OS,1
23350,266005u,Mac OS,1
23351,121648u,Mac OS,1
23352,198220u,Mac OS,1
23353,60878u,Windows OS,1
23354,277686u,Windows OS,1
23355,283049u,Windows OS,1
23356,91549u,Windows OS,1
23357,261234u,Windows OS,1
23358,136016u,Windows OS,1
23359,262756u,Mac OS,1
23360,299373u,Mac OS,1
23361,231756u,Windows OS,1
23362,136135u,Mac OS,1
23363,251812u,Windows OS,1
23364,124595u,Mac OS,1
23365,13826u,Mac OS,1
23366,96206u,Windows OS,1
23367,268505u,Windows OS,1
23368,143456u,Mac OS,1
23369,44203u,Windows OS,1
23370,295601u,Mac OS,1
23371,40584u,Windows OS,1
23372,62330u,Windows OS,1
23373,99942u,Windows OS,1
23374,135359u,Mac OS,1
23375,53662u,Windows OS,1
23376,215625u,Mac OS,1
23377,52761u,Windows OS,1
23378,249599u,Windows OS,1
23379,38455u,Mac OS,1
23380,165054u,Windows OS,1
23381,28617u,Windows OS,1
23382,263788u,Mac OS,1
23383,148153u,Windows OS,1
23384,192333u,Mac OS,1
23385,111773u,Windows OS,1
23386,11878u,Mac OS,1
23387,244020u,Windows OS,1
23388,253342u,Windows OS,1
23389,262048u,Mac OS,1
23390,130953u,Windows OS,1
23391,5755u,Windows OS,1
23392,80632u,Mac OS,1
23393,27224u,Windows OS,1
23394,27224u,Mac OS,1
23395,79461u,Windows OS,1
23396,45075u,Mac OS,1
23397,188182u,Mac OS,1
23398,49314u,Mac OS,1
23399,181787u,Mac OS,1
23400,79894u,Windows OS,1
23401,26572u,Windows OS,1
23402,155990u,Windows OS,1
23403,191984u,Mac OS,1
23404,285926u,Windows OS,1
23405,252581u,Windows OS,1
23406,211770u,Windows OS,1
23407,9683u,Windows OS,1
23408,6852u,Windows OS,1
23409,157132u,Mac OS,1
23410,216032u,Mac OS,1
23411,193520u,Mac OS,1
23412,165336u,Windows OS,1
23413,211433u,Mac OS,1
23414,113290u,Mac OS,1
23415,127645u,Windows OS,1
23416,127645u,Mac OS,1
23417,226400u,Mac OS,1
23418,66290u,Mac OS,1
23419,5921u,Windows OS,1
23420,183105u,Mac OS,1
23421,135988u,Windows OS,1
23422,260069u,Mac OS,1
23423,66079u,Windows OS,1
23424,234421u,Mac OS,1
23425,116383u,Windows OS,1
23426,103468u,Windows OS,1
23427,268240u,Windows OS,1
23428,131137u,Mac OS,1
23429,204535u,Windows OS,1
23430,164915u,Mac OS,1
23431,141383u,Mac OS,1
23432,63341u,Windows OS,1
23433,182012u,Mac OS,1
23434,30691u,Mac OS,1
23435,38027u,Windows OS,1
23436,233912u,Windows OS,1
23437,218953u,Mac OS,1
23438,128403u,Mac OS,1
23439,220681u,Mac OS,1
23440,225623u,Windows OS,1
23441,264295u,Windows OS,1
23442,106413u,Mac OS,1
23443,47261u,Windows OS,1
23444,51900u,Windows OS,1
23445,195611u,Windows OS,1
23446,154344u,Mac OS,1
23447,7641u,Mac OS,1
23448,1922u,Mac OS,1
23449,260552u,Mac OS,1
23450,178327u,Mac OS,1
23451,139413u,Mac OS,1
23452,99906u,Windows OS,1
23453,73169u,Mac OS,1
23454,230183u,Windows OS,1
23455,172312u,Mac OS,1
23456,114183u,Mac OS,1
23457,49879u,Windows OS,1
23458,167912u,Mac OS,1
23459,18426u,Mac OS,1
23460,189147u,Windows OS,1
23461,145380u,Windows OS,1
23462,203404u,Mac OS,1
23463,168349u,Windows OS,1
23464,294845u,Mac OS,1
23465,187333u,Mac OS,1
23466,263263u,Windows OS,1
23467,242540u,Windows OS,1
23468,276212u,Windows OS,1
23469,95127u,Windows OS,1
23470,5362u,Mac OS,1
23471,292290u,Mac OS,1
23472,149327u,Windows OS,1
23473,212890u,Mac OS,1
23474,193608u,Windows OS,1
23475,168364u,Mac OS,1
23476,239802u,Windows OS,1
23477,10874u,Windows OS,1
23478,272323u,Windows OS,1
23479,71038u,Windows OS,1
23480,258969u,Windows OS,1
23481,201620u,Windows OS,1
23482,260823u,Windows OS,1
23483,190115u,Mac OS,1
23484,187036u,Mac OS,1
23485,20629u,Windows OS,1
23486,207017u,Windows OS,1
23487,74306u,Mac OS,1
23488,156467u,Windows OS,1
23489,268310u,Windows OS,1
23490,186471u,Windows OS,1
23491,147452u,Windows OS,1
23492,52442u,Windows OS,1
23493,188502u,Windows OS,1
23494,197609u,Mac OS,1
23495,295414u,Mac OS,1
23496,250362u,Windows OS,1
23497,266213u,Windows OS,1
23498,205302u,Mac OS,1
23499,42865u,Mac OS,1
23500,288598u,Windows OS,1
23501,186866u,Mac OS,1
23502,262334u,Mac OS,1
23503,123322u,Windows OS,1
23504,30651u,Mac OS,1
23505,267889u,Windows OS,1
23506,199244u,Mac OS,1
23507,203080u,Windows OS,1
23508,193191u,Windows OS,1
23509,100231u,Windows OS,1
23510,126201u,Windows OS,1
23511,260275u,Mac OS,1
23512,55666u,Mac OS,1
23513,135664u,Windows OS,1
23514,75894u,Windows OS,1
23515,229184u,Windows OS,1
23516,242276u,Mac OS,1
23517,191295u,Mac OS,1
23518,94886u,Windows OS,1
23519,48960u,Mac OS,1
23520,12085u,Windows OS,1
23521,67536u,Windows OS,1
23522,88727u,Windows OS,1
23523,249573u,Mac OS,1
23524,740u,Windows OS,1
23525,190744u,Windows OS,1
23526,225020u,Windows OS,1
23527,58408u,Windows OS,1
23528,140562u,Windows OS,1
23529,107955u,Windows OS,1
23530,288515u,Windows OS,1
23531,73970u,Windows OS,1
23532,27957u,Windows OS,1
23533,184996u,Windows OS,1
23534,230229u,Mac OS,1
23535,144002u,Windows OS,1
23536,245574u,Windows OS,1
23537,209659u,Mac OS,1
23538,263012u,Mac OS,1
23539,212644u,Windows OS,1
23540,147308u,Windows OS,1
23541,229400u,Windows OS,1
23542,246108u,Windows OS,1
23543,292781u,Windows OS,1
23544,3939u,Windows OS,1
23545,91249u,Windows OS,1
23546,125698u,Windows OS,1
23547,131986u,Windows OS,1
23548,229793u,Windows OS,1
23549,102635u,Windows OS,1
23550,247954u,Mac OS,1
23551,82406u,Windows OS,1
23552,85627u,Windows OS,1
23553,273735u,Mac OS,1
23554,14124u,Mac OS,1
23555,243732u,Windows OS,1
23556,78687u,Windows OS,1
23557,105903u,Windows OS,1
23558,16916u,Mac OS,1
23559,257952u,Windows OS,1
23560,19153u,Windows OS,1
23561,81098u,Windows OS,1
23562,201806u,Windows OS,1
23563,55001u,Mac OS,1
23564,24662u,Mac OS,1
23565,138627u,Windows OS,1
23566,262692u,Mac OS,1
23567,235451u,Windows OS,1
23568,15013u,Windows OS,1
23569,137167u,Windows OS,1
23570,68603u,Windows OS,1
23571,194197u,Windows OS,1
23572,58229u,Mac OS,1
23573,87030u,Windows OS,1
23574,110668u,Mac OS,1
23575,213013u,Mac OS,1
23576,163319u,Windows OS,1
23577,296077u,Windows OS,1
23578,247897u,Mac OS,1
23579,71437u,Windows OS,1
23580,232731u,Mac OS,1
23581,51761u,Mac OS,1
23582,100257u,Windows OS,1
23583,78838u,Windows OS,1
23584,297530u,Mac OS,1
23585,147426u,Mac OS,1
23586,189615u,Windows OS,1
23587,249276u,Mac OS,1
23588,219006u,Windows OS,1
23589,24749u,Windows OS,1
23590,17369u,Windows OS,1
23591,62086u,Mac OS,1
23592,76352u,Windows OS,1
23593,33585u,Windows OS,1
23594,281458u,Windows OS,1
23595,22040u,Windows OS,1
23596,51487u,Windows OS,1
23597,126738u,Windows OS,1
23598,148385u,Windows OS,1
23599,266267u,Mac OS,1
23600,65686u,Windows OS,1
23601,88316u,Windows OS,1
23602,261271u,Windows OS,1
23603,2725u,Mac OS,1
23604,27150u,Mac OS,1
23605,275697u,Windows OS,1
23606,97660u,Windows OS,1
23607,97660u,Mac OS,1
23608,241956u,Mac OS,1
23609,256359u,Windows OS,1
23610,239224u,Windows OS,1
23611,21201u,Windows OS,1
23612,279173u,Windows OS,1
23613,205878u,Windows OS,1
23614,184966u,Windows OS,1
23615,226123u,Mac OS,1
23616,247211u,Mac OS,1
23617,163108u,Mac OS,1
23618,167213u,Windows OS,1
23619,208772u,Mac OS,1
23620,37329u,Windows OS,1
23621,283914u,Windows OS,1
23622,76231u,Mac OS,1
23623,166677u,Windows OS,1
23624,72029u,Mac OS,1
23625,122933u,Windows OS,1
23626,269076u,Mac OS,1
23627,228320u,Windows OS,1
23628,255102u,Mac OS,1
23629,117605u,Mac OS,1
23630,88249u,Windows OS,1
23631,225569u,Windows OS,1
23632,258127u,Mac OS,1
23633,282277u,Mac OS,1
23634,95442u,Mac OS,1
23635,198558u,Mac OS,1
23636,173300u,Mac OS,1
23637,221068u,Windows OS,1
23638,74992u,Mac OS,1
23639,201064u,Mac OS,1
23640,144205u,Windows OS,1
23641,144155u,Windows OS,1
23642,168719u,Mac OS,1
23643,261167u,Windows OS,1
23644,42716u,Mac OS,1
23645,226470u,Windows OS,1
23646,12954u,Windows OS,1
23647,104621u,Windows OS,1
23648,2584u,Windows OS,1
23649,154339u,Mac OS,1
23650,267721u,Windows OS,1
23651,263347u,Mac OS,1
23652,181998u,Windows OS,1
23653,268636u,Mac OS,1
23654,235143u,Mac OS,1
23655,79113u,Windows OS,1
23656,266037u,Windows OS,1
23657,163817u,Windows OS,1
23658,155319u,Windows OS,1
23659,96480u,Windows OS,1
23660,257117u,Windows OS,1
23661,27857u,Mac OS,1
23662,18720u,Windows OS,1
23663,96422u,Mac OS,1
23664,26851u,Windows OS,1
23665,139524u,Mac OS,1
23666,286839u,Windows OS,1
23667,159228u,Mac OS,1
23668,233605u,Mac OS,1
23669,93692u,Mac OS,1
23670,28860u,Windows OS,1
23671,115517u,Windows OS,1
23672,152294u,Windows OS,1
23673,18279u,Windows OS,1
23674,83154u,Mac OS,1
23675,124667u,Mac OS,1
23676,75866u,Mac OS,1
23677,52523u,Windows OS,1
23678,115035u,Windows OS,1
23679,281120u,Windows OS,1
23680,224486u,Mac OS,1
23681,191129u,Windows OS,1
23682,43659u,Windows OS,1
23683,235989u,Mac OS,1
23684,265743u,Windows OS,1
23685,142907u,Windows OS,1
23686,265014u,Windows OS,1
23687,241349u,Windows OS,1
23688,218117u,Windows OS,1
23689,205004u,Windows OS,1
23690,160849u,Windows OS,1
23691,53901u,Windows OS,1
23692,123074u,Mac OS,1
23693,240432u,Mac OS,1
23694,165535u,Windows OS,1
23695,161484u,Windows OS,1
23696,104634u,Windows OS,1
23697,282341u,Windows OS,1
23698,295365u,Mac OS,1
23699,16666u,Windows OS,1
23700,241392u,Mac OS,1
23701,254728u,Windows OS,1
23702,28241u,Mac OS,1
23703,194753u,Windows OS,1
23704,10791u,Mac OS,1
